,SCA,xmid,ymid,ramid,decmid,xmin,ymin,xmax,ymax,straylight_total,mainoffender_total
62,4,3832,3321,206.79320431813375,49.33951839412099,3577,3066,4088,3577,0.0020115664,4492
63,4,3832,3832,206.81421764355684,49.33253228856251,3577,3577,4088,4088,0.0020660283,4492
0,5,255,255,206.39053183427606,49.35156665155419,0,0,511,511,0.0020830715,4492
1,5,255,766,206.4111873007013,49.34481877545278,0,511,511,1022,0.0020881097,4492
2,5,255,1277,206.43183710831875,49.33806721748634,0,1022,511,1533,0.0021262355,4492
3,5,255,1788,206.45248125409128,49.33131198047017,0,1533,511,2044,0.0020399524,4492
4,5,255,2299,206.47311973498918,49.324553067221366,0,2044,511,2555,0.0020882196,4492
5,5,255,2810,206.4937525479903,49.31779048055885,0,2555,511,3066,0.002105791,4492
6,5,255,3321,206.51437969008015,49.31102422330334,0,3066,511,3577,0.0021084065,4492
7,5,255,3832,206.53500115825162,49.30425429827736,0,3577,511,4088,0.0020332977,4492
8,5,766,255,206.40163904994068,49.365245964804885,511,0,1022,511,0.0021769141,594
9,5,766,766,206.42229874371554,49.35849611049332,511,511,1022,1022,0.0021630172,594
10,5,766,1277,206.44295277306128,49.351742573100395,511,1022,1022,1533,0.0020591347,4492
11,5,766,1788,206.46360113494154,49.34498535544346,511,1533,1022,2044,0.002070486,4492
12,5,766,2299,206.48424382632757,49.338224460341664,511,2044,1022,2555,0.0020898534,4492
13,5,766,2810,206.50488084419808,49.33145989061595,511,2555,1022,3066,0.0020502796,4492
14,5,766,3321,206.52551218553936,49.32469164908908,511,3066,1022,3577,0.0020928627,4492
15,5,766,3832,206.54613784734528,49.31791973858567,511,3577,1022,4088,0.002089522,4492
16,5,1277,255,206.41275245157124,49.378924218465286,1022,0,1533,511,0.0021313808,4492
17,5,1277,766,206.43341637264686,49.372172385051776,1022,511,1533,1022,0.0020401971,4492
18,5,1277,1277,206.4540746236666,49.365416867341374,1022,1022,1533,1533,0.0020378516,4492
19,5,1277,1788,206.47472720159482,49.35865766815341,1022,1533,1533,2044,0.0020694183,4492
20,5,1277,2299,206.4953741034037,49.35189479030911,1022,2044,1533,2555,0.0020846,4492
21,5,1277,2810,206.5160153260728,49.34512823663146,1022,2555,1533,3066,0.0021236646,4492
22,5,1277,3321,206.53665086658938,49.3383580099453,1022,3066,1533,3577,0.002087718,4492
23,5,1277,3832,206.55728072194813,49.331584113077255,1022,3577,1533,4088,0.0021083718,4492
24,5,1788,255,206.42387204349998,49.39260140943144,1533,0,2044,511,0.0020784042,4492
